model,user_id,time_window_days,profile_type,total_claims,unsupported_claims,unsupported_claim_rate,claimed_genres,unsupported_genres,claimed_countries,unsupported_countries,claimed_years,unsupported_years,claimed_artists,unsupported_artists,genre_token_coverage
deepseek,user_000001,30,rec_optimized,33,4,0.12121212121212122,19,3,6,0,7,0,1,1,0.4594594594594595
deepseek,user_000001,90,user_facing,12,3,0.25,10,1,0,0,0,0,2,2,0.23809523809523808
deepseek,user_000001,90,rec_optimized,30,11,0.36666666666666664,25,9,3,0,0,0,2,2,0.40476190476190477
deepseek,user_000001,180,user_facing,12,2,0.16666666666666666,8,1,3,0,0,0,1,1,0.20512820512820512
deepseek,user_000001,180,rec_optimized,30,9,0.3,27,7,1,0,0,0,2,2,0.5641025641025641
deepseek,user_000001,365,user_facing,13,3,0.23076923076923078,10,1,1,0,0,0,2,2,0.2564102564102564
deepseek,user_000001,365,rec_optimized,27,5,0.18518518518518517,24,3,1,0,0,0,2,2,0.5897435897435898
deepseek,user_000002,30,user_facing,17,4,0.23529411764705882,10,1,0,0,0,0,7,3,0.2222222222222222
deepseek,user_000002,30,rec_optimized,40,16,0.4,37,14,0,0,0,0,3,2,0.7777777777777778
deepseek,user_000002,90,user_facing,13,4,0.3076923076923077,11,2,0,0,0,0,2,2,0.37037037037037035
deepseek,user_000002,90,rec_optimized,34,11,0.3235294117647059,25,9,0,0,0,0,9,2,0.4444444444444444
deepseek,user_000002,180,user_facing,22,7,0.3181818181818182,16,4,3,0,0,0,3,3,0.37037037037037035
deepseek,user_000002,180,rec_optimized,33,13,0.3939393939393939,30,12,2,0,0,0,1,1,0.5925925925925926
deepseek,user_000002,365,user_facing,17,5,0.29411764705882354,14,3,1,0,0,0,2,2,0.3333333333333333
deepseek,user_000002,365,rec_optimized,35,12,0.34285714285714286,25,10,0,0,0,0,10,2,0.5185185185185185
deepseek,user_000003,30,user_facing,18,2,0.1111111111111111,11,1,0,0,0,0,7,1,0.28125
deepseek,user_000003,30,rec_optimized,57,12,0.21052631578947367,41,10,0,0,0,0,16,2,0.8125
deepseek,user_000003,90,user_facing,11,2,0.18181818181818182,7,0,2,0,0,0,2,2,0.20689655172413793
deepseek,user_000003,90,rec_optimized,33,3,0.09090909090909091,24,3,0,0,0,0,9,0,0.6551724137931034
deepseek,user_000003,180,user_facing,14,1,0.07142857142857142,10,0,0,0,0,0,4,1,0.2413793103448276
deepseek,user_000003,180,rec_optimized,37,2,0.05405405405405406,21,1,0,0,0,0,16,1,0.5172413793103449
deepseek,user_000003,365,user_facing,17,2,0.11764705882352941,6,0,2,0,0,0,9,2,0.1724137931034483
deepseek,user_000003,365,rec_optimized,28,2,0.07142857142857142,23,1,0,0,0,0,5,1,0.5862068965517241
deepseek,user_000004,30,user_facing,28,14,0.5,18,11,5,0,0,0,5,3,0.36363636363636365
deepseek,user_000004,30,rec_optimized,31,12,0.3870967741935484,22,9,4,0,0,0,5,3,0.6818181818181818
deepseek,user_000004,90,user_facing,17,8,0.47058823529411764,16,7,0,0,0,0,1,1,0.2857142857142857
deepseek,user_000004,90,rec_optimized,23,9,0.391304347826087,22,9,0,0,0,0,1,0,0.4642857142857143
deepseek,user_000004,180,user_facing,21,6,0.2857142857142857,15,6,0,0,0,0,6,0,0.32142857142857145
deepseek,user_000004,180,rec_optimized,32,9,0.28125,27,9,0,0,0,0,5,0,0.6071428571428571
deepseek,user_000004,365,user_facing,9,2,0.2222222222222222,9,2,0,0,0,0,0,0,0.2857142857142857
deepseek,user_000004,365,rec_optimized,28,8,0.2857142857142857,28,8,0,0,0,0,0,0,0.6785714285714286
deepseek,user_000005,30,user_facing,13,2,0.15384615384615385,13,2,0,0,0,0,0,0,0.36666666666666664
deepseek,user_000005,30,rec_optimized,45,12,0.26666666666666666,30,10,0,0,1,0,14,2,0.6666666666666666
deepseek,user_000005,90,user_facing,7,1,0.14285714285714285,6,0,0,0,0,0,1,1,0.21875
deepseek,user_000005,90,rec_optimized,37,10,0.2702702702702703,33,10,2,0,0,0,2,0,0.8125
deepseek,user_000005,180,user_facing,9,2,0.2222222222222222,5,0,0,0,0,0,4,2,0.16216216216216217
deepseek,user_000005,180,rec_optimized,39,13,0.3333333333333333,36,11,1,0,0,0,2,2,0.7567567567567568
deepseek,user_000005,365,user_facing,18,3,0.16666666666666666,8,1,5,0,0,0,5,2,0.21621621621621623
deepseek,user_000005,365,rec_optimized,34,11,0.3235294117647059,25,10,0,0,0,0,9,1,0.4864864864864865
deepseek,user_000008,30,user_facing,8,1,0.125,8,1,0,0,0,0,0,0,0.21875
deepseek,user_000008,30,rec_optimized,24,6,0.25,19,6,5,0,0,0,0,0,0.46875
deepseek,user_000008,90,user_facing,10,3,0.3,6,2,0,0,0,0,4,1,0.1111111111111111
deepseek,user_000008,90,rec_optimized,58,18,0.3103448275862069,41,16,4,0,4,0,9,2,0.75
deepseek,user_000008,180,user_facing,12,3,0.25,12,3,0,0,0,0,0,0,0.21621621621621623
deepseek,user_000008,180,rec_optimized,47,18,0.3829787234042553,37,17,0,0,0,0,10,1,0.5945945945945946
deepseek,user_000008,365,user_facing,1,0,0.0,1,0,0,0,0,0,0,0,0.02702702702702703
deepseek,user_000008,365,rec_optimized,42,19,0.4523809523809524,42,19,0,0,0,0,0,0,0.6486486486486487
deepseek,user_000009,30,user_facing,13,6,0.46153846153846156,11,4,0,0,0,0,2,2,0.16666666666666666
deepseek,user_000009,30,rec_optimized,46,12,0.2608695652173913,41,12,1,0,0,0,4,0,0.8
deepseek,user_000009,90,user_facing,14,2,0.14285714285714285,11,2,0,0,0,0,3,0,0.1935483870967742
deepseek,user_000009,90,rec_optimized,52,14,0.2692307692307692,44,14,7,0,0,0,1,0,0.8387096774193549
deepseek,user_000009,180,user_facing,14,4,0.2857142857142857,14,4,0,0,0,0,0,0,0.28
deepseek,user_000009,180,rec_optimized,37,13,0.35135135135135137,37,13,0,0,0,0,0,0,0.72
deepseek,user_000009,365,user_facing,18,3,0.16666666666666666,13,3,3,0,2,0,0,0,0.28
deepseek,user_000009,365,rec_optimized,43,11,0.2558139534883721,38,11,5,0,0,0,0,0,0.88
deepseek,user_000012,30,user_facing,12,4,0.3333333333333333,8,3,0,0,0,0,4,1,0.18181818181818182
deepseek,user_000012,30,rec_optimized,31,10,0.3225806451612903,30,10,1,0,0,0,0,0,0.6363636363636364
deepseek,user_000012,90,user_facing,5,1,0.2,4,0,0,0,0,0,1,1,0.09090909090909091
deepseek,user_000012,90,rec_optimized,38,10,0.2631578947368421,28,9,2,0,7,0,1,1,0.4090909090909091
deepseek,user_000012,180,user_facing,10,2,0.2,8,1,1,0,0,0,1,1,0.19047619047619047
deepseek,user_000012,180,rec_optimized,41,13,0.3170731707317073,37,12,3,0,0,0,1,1,0.5476190476190477
deepseek,user_000012,365,user_facing,7,2,0.2857142857142857,6,1,0,0,0,0,1,1,0.14285714285714285
deepseek,user_000012,365,rec_optimized,35,8,0.22857142857142856,33,7,1,0,0,0,1,1,0.5476190476190477
deepseek,user_000015,30,user_facing,10,2,0.2,7,2,0,0,0,0,3,0,0.21428571428571427
deepseek,user_000015,30,rec_optimized,45,11,0.24444444444444444,36,10,0,0,0,0,9,1,0.9285714285714286
deepseek,user_000015,90,user_facing,16,5,0.3125,12,4,0,0,0,0,4,1,0.3333333333333333
deepseek,user_000015,90,rec_optimized,38,11,0.2894736842105263,38,11,0,0,0,0,0,0,0.9259259259259259
deepseek,user_000015,180,user_facing,13,2,0.15384615384615385,10,2,0,0,0,0,3,0,0.2692307692307692
deepseek,user_000015,180,rec_optimized,29,8,0.27586206896551724,27,8,0,0,0,0,2,0,0.5769230769230769
deepseek,user_000015,365,user_facing,7,1,0.14285714285714285,4,1,3,0,0,0,0,0,0.15384615384615385
deepseek,user_000015,365,rec_optimized,26,5,0.19230769230769232,26,5,0,0,0,0,0,0,0.6538461538461539
deepseek,user_000016,30,user_facing,9,1,0.1111111111111111,6,1,0,0,0,0,3,0,0.14285714285714285
deepseek,user_000016,30,rec_optimized,34,11,0.3235294117647059,27,11,0,0,0,0,7,0,0.5357142857142857
deepseek,user_000016,90,user_facing,9,1,0.1111111111111111,7,0,1,0,0,0,1,1,0.20833333333333334
deepseek,user_000016,90,rec_optimized,25,6,0.24,16,5,1,0,0,0,8,1,0.4583333333333333
deepseek,user_000016,180,user_facing,8,1,0.125,7,0,0,0,0,0,1,1,0.21739130434782608
deepseek,user_000016,180,rec_optimized,12,1,0.08333333333333333,12,1,0,0,0,0,0,0,0.4782608695652174
deepseek,user_000016,365,user_facing,8,0,0.0,6,0,0,0,2,0,0,0,0.17391304347826086
deepseek,user_000016,365,rec_optimized,19,3,0.15789473684210525,15,3,0,0,0,0,4,0,0.5217391304347826
deepseek,user_000017,30,user_facing,16,5,0.3125,10,3,0,0,0,0,6,2,0.34782608695652173
deepseek,user_000017,30,rec_optimized,37,5,0.13513513513513514,17,4,1,0,11,0,8,1,0.6521739130434783
deepseek,user_000017,90,user_facing,8,2,0.25,4,0,2,0,0,0,2,2,0.21052631578947367
deepseek,user_000017,90,rec_optimized,34,10,0.29411764705882354,20,9,4,0,0,0,10,1,0.7368421052631579
deepseek,user_000017,180,user_facing,15,4,0.26666666666666666,13,3,1,0,0,0,1,1,0.6666666666666666
deepseek,user_000017,180,rec_optimized,31,8,0.25806451612903225,22,7,3,0,0,0,6,1,1.0
deepseek,user_000017,365,user_facing,7,2,0.2857142857142857,5,1,1,0,0,0,1,1,0.26666666666666666
deepseek,user_000017,365,rec_optimized,30,6,0.2,13,2,0,0,2,2,15,2,0.6
deepseek,user_000020,30,user_facing,12,2,0.16666666666666666,10,1,1,0,0,0,1,1,0.38095238095238093
deepseek,user_000020,30,rec_optimized,29,5,0.1724137931034483,19,4,2,0,7,0,1,1,0.7142857142857143
deepseek,user_000020,90,user_facing,10,0,0.0,8,0,1,0,0,0,1,0,0.391304347826087
deepseek,user_000020,90,rec_optimized,28,8,0.2857142857142857,18,6,1,0,0,0,9,2,0.4782608695652174
deepseek,user_000020,180,user_facing,11,3,0.2727272727272727,6,2,1,0,0,0,4,1,0.17391304347826086
deepseek,user_000020,180,rec_optimized,37,4,0.10810810810810811,21,2,4,0,3,0,9,2,0.782608695652174
deepseek,user_000020,365,user_facing,14,3,0.21428571428571427,10,1,1,0,0,0,3,2,0.34782608695652173
deepseek,user_000020,365,rec_optimized,28,3,0.10714285714285714,16,3,1,0,0,0,11,0,0.5217391304347826
deepseek,user_000021,30,user_facing,16,7,0.4375,15,6,0,0,0,0,1,1,0.2916666666666667
deepseek,user_000021,30,rec_optimized,27,10,0.37037037037037035,26,9,0,0,0,0,1,1,0.5833333333333334
deepseek,user_000021,90,user_facing,8,2,0.25,7,1,0,0,0,0,1,1,0.2631578947368421
deepseek,user_000021,90,rec_optimized,31,10,0.3225806451612903,31,10,0,0,0,0,0,0,0.7894736842105263
deepseek,user_000021,180,user_facing,9,2,0.2222222222222222,9,2,0,0,0,0,0,0,0.3181818181818182
deepseek,user_000021,180,rec_optimized,35,9,0.2571428571428571,34,8,0,0,0,0,1,1,1.0
deepseek,user_000021,365,user_facing,7,1,0.14285714285714285,5,1,2,0,0,0,0,0,0.22727272727272727
deepseek,user_000021,365,rec_optimized,45,10,0.2222222222222222,32,8,2,0,4,0,7,2,0.9090909090909091
deepseek,user_000022,30,user_facing,12,3,0.25,12,3,0,0,0,0,0,0,0.3103448275862069
deepseek,user_000022,30,rec_optimized,30,9,0.3,29,9,1,0,0,0,0,0,0.7931034482758621
deepseek,user_000022,90,user_facing,15,9,0.6,11,6,1,0,0,0,3,3,0.12903225806451613
deepseek,user_000022,90,rec_optimized,27,13,0.48148148148148145,27,13,0,0,0,0,0,0,0.45161290322580644
deepseek,user_000022,180,user_facing,9,3,0.3333333333333333,7,2,1,0,0,0,1,1,0.1724137931034483
deepseek,user_000022,180,rec_optimized,45,13,0.28888888888888886,28,11,5,0,10,0,2,2,0.5862068965517241
deepseek,user_000022,365,user_facing,12,3,0.25,11,2,0,0,1,1,0,0,0.3103448275862069
deepseek,user_000022,365,rec_optimized,33,13,0.3939393939393939,33,13,0,0,0,0,0,0,0.7241379310344828
deepseek,user_000023,30,user_facing,12,1,0.08333333333333333,9,0,0,0,0,0,3,1,0.225
deepseek,user_000023,30,rec_optimized,33,9,0.2727272727272727,30,7,1,0,0,0,2,2,0.675
deepseek,user_000023,90,user_facing,8,1,0.125,6,1,0,0,2,0,0,0,0.21052631578947367
deepseek,user_000023,90,rec_optimized,40,7,0.175,25,5,1,0,0,0,14,2,0.631578947368421
deepseek,user_000023,180,user_facing,16,6,0.375,15,5,0,0,0,0,1,1,0.32558139534883723
deepseek,user_000023,180,rec_optimized,42,10,0.23809523809523808,40,9,1,0,0,0,1,1,0.9302325581395349
deepseek,user_000023,365,user_facing,10,3,0.3,6,1,2,0,0,0,2,2,0.16279069767441862
deepseek,user_000023,365,rec_optimized,48,9,0.1875,30,6,1,0,0,0,17,3,0.7674418604651163
deepseek,user_000024,30,user_facing,17,5,0.29411764705882354,14,5,1,0,2,0,0,0,0.4666666666666667
deepseek,user_000024,30,rec_optimized,24,6,0.25,17,6,2,0,5,0,0,0,0.6666666666666666
deepseek,user_000024,90,user_facing,9,2,0.2222222222222222,8,2,1,0,0,0,0,0,0.26666666666666666
deepseek,user_000024,90,rec_optimized,13,5,0.38461538461538464,13,5,0,0,0,0,0,0,0.3333333333333333
deepseek,user_000024,180,user_facing,19,7,0.3684210526315789,14,5,1,0,2,0,2,2,0.5384615384615384
deepseek,user_000024,180,rec_optimized,48,17,0.3541666666666667,26,15,1,0,6,1,15,1,0.8461538461538461
deepseek,user_000024,365,user_facing,17,8,0.47058823529411764,14,5,0,0,0,0,3,3,0.5384615384615384
deepseek,user_000024,365,rec_optimized,36,15,0.4166666666666667,26,14,2,0,7,0,1,1,1.0
deepseek,user_000025,30,user_facing,19,5,0.2631578947368421,15,3,0,0,0,0,4,2,0.2857142857142857
deepseek,user_000025,30,rec_optimized,28,7,0.25,25,6,0,0,0,0,3,1,0.4857142857142857
deepseek,user_000025,90,user_facing,9,1,0.1111111111111111,9,1,0,0,0,0,0,0,0.2
deepseek,user_000025,90,rec_optimized,36,11,0.3055555555555556,35,10,0,0,0,0,1,1,0.6571428571428571
deepseek,user_000025,180,user_facing,17,3,0.17647058823529413,12,0,2,0,0,0,3,3,0.3142857142857143
deepseek,user_000025,180,rec_optimized,25,5,0.2,25,5,0,0,0,0,0,0,0.5142857142857142
deepseek,user_000025,365,user_facing,14,3,0.21428571428571427,10,1,2,0,0,0,2,2,0.22857142857142856
deepseek,user_000025,365,rec_optimized,38,10,0.2631578947368421,32,9,1,0,0,0,5,1,0.5714285714285714
deepseek,user_000029,30,user_facing,14,3,0.21428571428571427,12,2,1,0,0,0,1,1,0.44
deepseek,user_000029,30,rec_optimized,26,4,0.15384615384615385,14,2,1,0,0,0,11,2,0.56
deepseek,user_000029,90,user_facing,18,3,0.16666666666666666,11,2,1,0,1,0,5,1,0.4090909090909091
deepseek,user_000029,90,rec_optimized,19,5,0.2631578947368421,18,4,0,0,0,0,1,1,0.5909090909090909
deepseek,user_000029,180,user_facing,13,2,0.15384615384615385,11,1,1,0,0,0,1,1,0.43478260869565216
deepseek,user_000029,180,rec_optimized,26,9,0.34615384615384615,20,8,1,0,0,0,5,1,0.5217391304347826
deepseek,user_000029,365,user_facing,17,5,0.29411764705882354,12,2,0,0,0,0,5,3,0.43478260869565216
deepseek,user_000029,365,rec_optimized,27,7,0.25925925925925924,15,5,0,0,0,0,12,2,0.391304347826087
deepseek,user_000030,30,user_facing,13,3,0.23076923076923078,10,2,0,0,0,0,3,1,0.21428571428571427
deepseek,user_000030,30,rec_optimized,50,15,0.3,47,14,0,0,0,0,3,1,0.8095238095238095
deepseek,user_000030,90,user_facing,10,3,0.3,9,2,0,0,0,0,1,1,0.25
deepseek,user_000030,90,rec_optimized,28,9,0.32142857142857145,27,8,0,0,0,0,1,1,0.75
deepseek,user_000030,180,user_facing,13,4,0.3076923076923077,10,2,1,0,0,0,2,2,0.2857142857142857
deepseek,user_000030,180,rec_optimized,28,9,0.32142857142857145,24,8,0,0,1,0,3,1,0.6428571428571429
deepseek,user_000030,365,user_facing,11,4,0.36363636363636365,7,1,1,0,0,0,3,3,0.21428571428571427
deepseek,user_000030,365,rec_optimized,40,15,0.375,31,12,3,0,0,0,6,3,0.7857142857142857
deepseek,user_000031,30,user_facing,12,5,0.4166666666666667,12,5,0,0,0,0,0,0,0.17073170731707318
deepseek,user_000031,30,rec_optimized,42,17,0.40476190476190477,42,17,0,0,0,0,0,0,0.6829268292682927
deepseek,user_000031,90,user_facing,17,5,0.29411764705882354,14,5,0,0,0,0,3,0,0.325
deepseek,user_000031,90,rec_optimized,36,10,0.2777777777777778,31,10,0,0,0,0,5,0,0.625
deepseek,user_000031,180,user_facing,17,5,0.29411764705882354,14,4,2,0,0,0,1,1,0.24390243902439024
deepseek,user_000031,180,rec_optimized,46,16,0.34782608695652173,41,14,4,1,0,0,1,1,0.8292682926829268
deepseek,user_000031,365,user_facing,1,1,1.0,0,0,0,0,0,0,1,1,0.024390243902439025
deepseek,user_000031,365,rec_optimized,31,9,0.2903225806451613,25,9,0,0,0,0,6,0,0.43902439024390244
deepseek,user_000033,30,user_facing,10,3,0.3,7,2,2,0,0,0,1,1,0.21428571428571427
deepseek,user_000033,30,rec_optimized,27,9,0.3333333333333333,25,8,1,0,0,0,1,1,0.6428571428571429
deepseek,user_000033,90,user_facing,10,2,0.2,9,2,0,0,0,0,1,0,0.3076923076923077
deepseek,user_000033,90,rec_optimized,35,12,0.34285714285714286,31,11,2,0,0,0,2,1,0.8461538461538461
deepseek,user_000033,180,user_facing,5,1,0.2,4,0,0,0,0,0,1,1,0.15384615384615385
deepseek,user_000033,180,rec_optimized,52,21,0.40384615384615385,41,20,8,0,2,0,1,1,0.8846153846153846
deepseek,user_000033,365,user_facing,7,2,0.2857142857142857,7,2,0,0,0,0,0,0,0.19230769230769232
deepseek,user_000033,365,rec_optimized,45,19,0.4222222222222222,34,18,7,0,0,0,4,1,0.6923076923076923
deepseek,user_000035,30,user_facing,6,0,0.0,5,0,1,0,0,0,0,0,0.1388888888888889
deepseek,user_000035,30,rec_optimized,26,9,0.34615384615384615,22,7,1,0,0,0,3,2,0.4444444444444444
deepseek,user_000035,90,user_facing,3,0,0.0,3,0,0,0,0,0,0,0,0.10526315789473684
deepseek,user_000035,90,rec_optimized,34,6,0.17647058823529413,30,5,3,0,0,0,1,1,0.7894736842105263
deepseek,user_000035,180,user_facing,9,1,0.1111111111111111,5,0,1,0,0,0,3,1,0.17142857142857143
deepseek,user_000035,180,rec_optimized,34,5,0.14705882352941177,21,3,1,0,0,0,12,2,0.6285714285714286
deepseek,user_000035,365,user_facing,13,4,0.3076923076923077,10,1,0,0,0,0,3,3,0.2857142857142857
deepseek,user_000035,365,rec_optimized,20,2,0.1,19,2,1,0,0,0,0,0,0.5428571428571428
deepseek,user_000036,30,user_facing,12,2,0.16666666666666666,10,2,0,0,0,0,2,0,0.15789473684210525
deepseek,user_000036,30,rec_optimized,49,16,0.32653061224489793,47,16,2,0,0,0,0,0,0.7631578947368421
deepseek,user_000036,90,user_facing,7,1,0.14285714285714285,4,0,2,0,0,0,1,1,0.07894736842105263
deepseek,user_000036,90,rec_optimized,38,10,0.2631578947368421,35,9,2,0,0,0,1,1,0.5789473684210527
deepseek,user_000036,180,user_facing,5,0,0.0,4,0,1,0,0,0,0,0,0.10810810810810811
deepseek,user_000036,180,rec_optimized,38,8,0.21052631578947367,35,7,2,0,0,0,1,1,0.7837837837837838
deepseek,user_000036,365,user_facing,4,0,0.0,4,0,0,0,0,0,0,0,0.10810810810810811
deepseek,user_000036,365,rec_optimized,44,12,0.2727272727272727,34,11,2,0,0,0,8,1,0.6216216216216216
deepseek,user_000037,30,user_facing,12,3,0.25,7,2,4,0,0,0,1,1,0.10810810810810811
deepseek,user_000037,30,rec_optimized,32,6,0.1875,32,6,0,0,0,0,0,0,0.8108108108108109
deepseek,user_000037,90,user_facing,3,1,0.3333333333333333,3,1,0,0,0,0,0,0,0.058823529411764705
deepseek,user_000037,90,rec_optimized,29,11,0.3793103448275862,28,10,0,0,0,0,1,1,0.5882352941176471
deepseek,user_000037,180,user_facing,7,3,0.42857142857142855,6,2,0,0,0,0,1,1,0.15625
deepseek,user_000037,180,rec_optimized,27,8,0.2962962962962963,27,8,0,0,0,0,0,0,0.71875
deepseek,user_000037,365,user_facing,11,4,0.36363636363636365,7,2,0,0,0,0,4,2,0.1875
deepseek,user_000037,365,rec_optimized,27,5,0.18518518518518517,22,4,0,0,0,0,5,1,0.6875
deepseek,user_000038,30,user_facing,8,3,0.375,7,2,0,0,0,0,1,1,0.35294117647058826
deepseek,user_000038,30,rec_optimized,21,5,0.23809523809523808,21,5,0,0,0,0,0,0,0.9411764705882353
deepseek,user_000038,90,user_facing,10,1,0.1,6,1,0,0,2,0,2,0,0.25
deepseek,user_000038,90,rec_optimized,23,8,0.34782608695652173,23,8,0,0,0,0,0,0,0.7
deepseek,user_000038,180,user_facing,7,0,0.0,2,0,3,0,1,0,1,0,0.15
deepseek,user_000038,180,rec_optimized,21,4,0.19047619047619047,14,4,3,0,0,0,4,0,0.55
deepseek,user_000038,365,user_facing,10,3,0.3,9,3,1,0,0,0,0,0,0.35
deepseek,user_000038,365,rec_optimized,22,4,0.18181818181818182,20,4,2,0,0,0,0,0,0.85
deepseek,user_000040,30,user_facing,8,2,0.25,7,2,1,0,0,0,0,0,0.23333333333333334
deepseek,user_000040,30,rec_optimized,29,7,0.2413793103448276,26,6,2,0,0,0,1,1,0.7333333333333333
deepseek,user_000040,90,user_facing,4,0,0.0,4,0,0,0,0,0,0,0,0.0967741935483871
deepseek,user_000040,90,rec_optimized,26,9,0.34615384615384615,25,8,1,1,0,0,0,0,0.6451612903225806
deepseek,user_000040,180,user_facing,15,6,0.4,14,5,0,0,0,0,1,1,0.4090909090909091
deepseek,user_000040,180,rec_optimized,27,9,0.3333333333333333,27,9,0,0,0,0,0,0,0.9090909090909091
deepseek,user_000040,365,user_facing,14,6,0.42857142857142855,11,4,1,0,0,0,2,2,0.3181818181818182
deepseek,user_000040,365,rec_optimized,21,4,0.19047619047619047,18,4,3,0,0,0,0,0,0.7272727272727273
deepseek,user_000041,30,user_facing,6,0,0.0,5,0,1,0,0,0,0,0,0.17647058823529413
deepseek,user_000041,30,rec_optimized,40,14,0.35,38,13,0,0,0,0,2,1,0.8235294117647058
deepseek,user_000041,90,user_facing,9,1,0.1111111111111111,8,1,1,0,0,0,0,0,0.2
deepseek,user_000041,90,rec_optimized,38,15,0.39473684210526316,38,15,0,0,0,0,0,0,0.6857142857142857
deepseek,user_000041,180,user_facing,8,1,0.125,4,0,0,0,0,0,4,1,0.15384615384615385
deepseek,user_000041,180,rec_optimized,15,4,0.26666666666666666,11,4,0,0,0,0,4,0,0.2692307692307692
deepseek,user_000041,365,user_facing,6,1,0.16666666666666666,6,1,0,0,0,0,0,0,0.19230769230769232
deepseek,user_000041,365,rec_optimized,10,0,0.0,9,0,0,0,0,0,1,0,0.34615384615384615
deepseek,user_000044,30,user_facing,13,3,0.23076923076923078,9,2,3,0,0,0,1,1,0.18421052631578946
deepseek,user_000044,30,rec_optimized,50,7,0.14,30,7,5,0,0,0,15,0,0.631578947368421
deepseek,user_000044,90,user_facing,9,3,0.3333333333333333,7,1,0,0,0,0,2,2,0.21212121212121213
deepseek,user_000044,90,rec_optimized,38,6,0.15789473684210525,23,5,1,0,0,0,14,1,0.6060606060606061
deepseek,user_000044,180,user_facing,5,2,0.4,5,2,0,0,0,0,0,0,0.09090909090909091
deepseek,user_000044,180,rec_optimized,65,6,0.09230769230769231,31,5,8,0,10,0,16,1,0.7575757575757576
deepseek,user_000044,365,user_facing,10,3,0.3,6,2,3,0,0,0,1,1,0.15151515151515152
deepseek,user_000044,365,rec_optimized,39,5,0.1282051282051282,17,4,6,0,0,0,16,1,0.3939393939393939
deepseek,user_000046,30,user_facing,15,2,0.13333333333333333,14,2,1,0,0,0,0,0,0.2571428571428571
deepseek,user_000046,30,rec_optimized,44,11,0.25,42,10,0,0,0,0,2,1,0.7142857142857143
deepseek,user_000046,90,user_facing,13,2,0.15384615384615385,7,0,0,0,2,0,4,2,0.23076923076923078
deepseek,user_000046,90,rec_optimized,32,5,0.15625,27,3,0,0,0,0,5,2,0.6923076923076923
deepseek,user_000046,180,user_facing,13,5,0.38461538461538464,10,2,0,0,0,0,3,3,0.23076923076923078
deepseek,user_000046,180,rec_optimized,38,8,0.21052631578947367,35,7,0,0,0,0,3,1,0.8076923076923077
deepseek,user_000046,365,user_facing,13,3,0.23076923076923078,12,2,0,0,0,0,1,1,0.3076923076923077
deepseek,user_000046,365,rec_optimized,31,5,0.16129032258064516,29,4,0,0,0,0,2,1,0.7307692307692307
deepseek,user_000053,30,user_facing,10,1,0.1,7,1,0,0,0,0,3,0,0.18181818181818182
deepseek,user_000053,30,rec_optimized,41,13,0.3170731707317073,35,9,0,0,0,0,6,4,0.7575757575757576
deepseek,user_000053,90,user_facing,13,3,0.23076923076923078,10,1,1,0,0,0,2,2,0.21428571428571427
deepseek,user_000053,90,rec_optimized,39,5,0.1282051282051282,28,2,1,0,0,0,10,3,0.6190476190476191
deepseek,user_000053,180,user_facing,12,5,0.4166666666666667,9,2,0,0,0,0,3,3,0.175
deepseek,user_000053,180,rec_optimized,37,11,0.2972972972972973,35,9,0,0,0,0,2,2,0.65
deepseek,user_000053,365,user_facing,15,5,0.3333333333333333,10,3,0,0,0,0,5,2,0.175
deepseek,user_000053,365,rec_optimized,31,9,0.2903225806451613,20,6,1,1,0,0,10,2,0.325
deepseek,user_000054,30,user_facing,10,1,0.1,10,1,0,0,0,0,0,0,0.32
deepseek,user_000054,30,rec_optimized,35,15,0.42857142857142855,34,15,0,0,0,0,1,0,0.76
deepseek,user_000054,90,user_facing,11,1,0.09090909090909091,8,1,0,0,0,0,3,0,0.25
deepseek,user_000054,90,rec_optimized,36,5,0.1388888888888889,21,3,4,0,0,0,11,2,0.7083333333333334
deepseek,user_000054,180,user_facing,9,0,0.0,7,0,0,0,1,0,1,0,0.32
deepseek,user_000054,180,rec_optimized,24,6,0.25,21,5,0,0,0,0,3,1,0.6
deepseek,user_000054,365,user_facing,13,3,0.23076923076923078,10,0,0,0,0,0,3,3,0.36
deepseek,user_000054,365,rec_optimized,35,10,0.2857142857142857,29,9,0,0,0,0,6,1,0.76
deepseek,user_000055,30,user_facing,11,5,0.45454545454545453,9,3,0,0,0,0,2,2,0.15789473684210525
deepseek,user_000055,30,rec_optimized,37,5,0.13513513513513514,32,3,2,0,0,0,3,2,0.7894736842105263
deepseek,user_000055,90,user_facing,11,2,0.18181818181818182,9,1,1,0,0,0,1,1,0.28125
deepseek,user_000055,90,rec_optimized,20,2,0.1,18,2,2,0,0,0,0,0,0.5625
deepseek,user_000055,180,user_facing,13,1,0.07692307692307693,10,1,3,0,0,0,0,0,0.3125
deepseek,user_000055,180,rec_optimized,26,4,0.15384615384615385,24,4,2,0,0,0,0,0,0.6875
deepseek,user_000055,365,user_facing,7,1,0.14285714285714285,5,1,2,0,0,0,0,0,0.15625
deepseek,user_000055,365,rec_optimized,34,10,0.29411764705882354,32,9,1,0,0,0,1,1,0.84375
deepseek,user_000056,30,user_facing,7,1,0.14285714285714285,6,0,0,0,0,0,1,1,0.21212121212121213
deepseek,user_000056,30,rec_optimized,34,10,0.29411764705882354,28,8,5,1,0,0,1,1,0.5757575757575758
deepseek,user_000056,90,user_facing,6,0,0.0,4,0,2,0,0,0,0,0,0.1724137931034483
